SampleNo,X,Y,Pulse,Anomaly,NoFit,Drift
18328,8,68,0,0,0,0
18329,7,68,0,0,0,0
18330,8,67,0,0,0,0
18331,8,67,0,0,0,0
18332,8,68,0,0,0,0
18333,8,67,0,0,0,0
18334,8,67,0,0,0,0
18335,8,67,0,0,0,0
18336,8,68,0,0,0,0
18337,8,68,0,0,0,0
18338,8,67,0,0,0,0
18339,8,68,0,0,0,0
18340,8,67,0,0,0,0
18341,7,68,0,0,0,0
18342,8,68,0,0,0,0
18343,7,68,0,0,0,0
18344,8,68,0,0,0,0
18345,8,68,0,0,0,0
18346,8,68,0,0,0,0
18347,8,67,0,0,0,0
18348,8,68,0,0,0,0
18349,7,67,0,0,0,0
18350,8,68,0,0,0,0
18351,8,67,0,0,0,0
18352,8,68,0,0,0,0
18353,8,67,0,0,0,0
18354,8,68,0,0,0,0
18355,8,67,0,0,0,0
18356,8,67,0,0,0,0
18357,8,68,0,0,0,0
18358,8,68,0,0,0,0
18359,8,67,0,0,0,0
18360,9,67,0,0,0,0
18361,8,67,0,0,0,0
18362,8,68,0,0,0,0
18363,8,67,0,0,0,0
18364,8,67,0,0,0,0
18365,7,68,0,0,0,0
18366,8,68,0,0,0,0
18367,8,67,0,0,0,0
18368,8,68,0,0,0,0
18369,7,68,0,0,0,0
18370,8,68,0,0,0,0
18371,8,67,0,0,0,0
18372,8,67,0,0,0,0
18373,8,67,0,0,0,0
18374,9,67,0,0,0,0
18375,8,68,0,0,0,0
18376,8,67,0,0,0,0
18377,8,67,0,0,0,0
18378,9,68,0,0,0,0
18379,8,68,0,0,0,0
18380,8,68,0,0,0,0
18381,8,68,0,0,0,0
18382,8,67,0,0,0,0
18383,7,68,0,0,0,0
18384,9,68,0,0,0,0
18385,8,67,0,0,0,0
18386,8,68,0,0,0,0
18387,8,67,0,0,0,0
18388,8,68,0,0,0,0
18389,8,67,0,0,0,0
18390,8,67,0,0,0,0
18391,8,67,0,0,0,0
18392,8,68,0,0,0,0
18393,8,67,0,0,0,0
18394,8,68,0,0,0,0
18395,7,68,0,0,0,0
18396,8,67,0,0,0,0
18397,7,67,0,0,0,0
18398,8,67,0,0,0,0
18399,8,67,0,0,0,0
18400,8,68,0,0,0,0
18401,7,67,0,0,0,0
18402,8,67,0,0,0,0
18403,8,68,0,0,0,0
18404,8,67,0,0,0,0
18405,8,67,0,0,0,0
18406,8,68,0,0,0,0
18407,8,68,0,0,0,0
18408,8,67,0,0,0,0
18409,7,67,0,0,0,0
18410,8,68,0,0,0,0
18411,8,67,0,0,0,0
18412,8,68,0,0,0,0
18413,8,67,0,0,0,0
18414,8,67,0,0,0,0
18415,7,67,0,0,0,0
18416,8,67,0,0,0,0
18417,8,67,0,0,0,0
18418,8,67,0,0,0,0
18419,8,68,0,0,0,0
18420,8,68,0,0,0,0
18421,8,68,0,0,0,0
18422,8,67,0,0,0,0
18423,8,68,0,0,0,0
18424,8,67,0,0,0,0
18425,8,67,0,0,0,0
18426,8,67,0,0,0,0
18427,8,67,0,0,0,0
18428,9,68,0,0,0,0
18429,7,68,0,0,0,0
18430,8,68,0,0,0,0
18431,8,67,0,0,0,0
18432,8,68,0,0,0,0
18433,7,67,0,0,0,0
18434,8,68,0,0,0,0
18435,8,68,0,0,0,0
18436,8,68,0,0,0,0
18437,7,68,0,0,0,0
18438,8,68,0,0,0,0
18439,7,68,0,0,0,0
18440,8,68,0,0,0,0
18441,8,67,0,0,0,0
18442,8,68,0,0,0,0
18443,8,68,0,0,0,0
18444,8,68,0,0,0,0
18445,8,67,0,0,0,0
18446,8,68,0,0,0,0
18447,7,67,0,0,0,0
18448,8,68,0,0,0,0
18449,7,68,0,0,0,0
18450,8,68,0,0,0,0
18451,8,67,0,0,0,0
18452,8,68,0,0,0,0
18453,8,67,0,0,0,0
18454,8,68,0,0,0,0
18455,8,68,0,0,0,0
18456,9,68,0,0,0,0
18457,7,67,0,0,0,0
18458,8,68,0,0,0,0
18459,8,67,0,0,0,0
18460,9,68,0,0,0,0
18461,8,67,0,0,0,0
18462,8,68,0,0,0,0
18463,7,67,0,0,0,0
18464,8,67,0,0,0,0
18465,7,67,0,0,0,0
18466,8,68,0,0,0,0
18467,8,67,0,0,0,0
18468,8,68,0,0,0,0
18469,7,68,0,0,0,0
18470,9,68,0,0,0,0
18471,8,67,0,0,0,0
18472,8,67,0,0,0,0
18473,8,67,0,0,0,0
18474,8,68,0,0,0,0
18475,8,67,0,0,0,0
18476,8,68,0,0,0,0
18477,7,68,0,0,0,0
18478,8,67,0,0,0,0
18479,7,67,0,0,0,0
18480,8,68,0,0,0,0
18481,8,68,0,0,0,0
18482,8,68,0,0,0,0
18483,8,67,0,0,0,0
18484,8,68,0,0,0,0
18485,8,68,0,0,0,0
18486,8,68,0,0,0,0
18487,8,68,0,0,0,0
18488,8,68,0,0,0,0
18489,8,67,0,0,0,0
18490,8,68,0,0,0,0
18491,7,67,0,0,0,0
18492,8,68,0,0,0,0
18493,8,67,0,0,0,0
18494,8,68,0,0,0,0
18495,8,68,0,0,0,0
18496,8,67,0,0,0,0
18497,8,67,0,0,0,0
18498,8,68,0,0,0,0
18499,8,68,0,0,0,0
18500,8,68,0,0,0,0
18501,8,67,0,0,0,0
18502,8,67,0,0,0,0
18503,8,68,0,0,0,0
18504,9,67,0,0,0,0
18505,8,67,0,0,0,0
18506,8,67,0,0,0,0
18507,7,67,0,0,0,0
18508,8,67,0,0,0,0
18509,7,67,0,0,0,0
18510,8,68,0,0,0,0
18511,8,68,0,0,0,0
18512,8,67,0,0,0,0
18513,8,68,0,0,0,0
18514,8,68,0,0,0,0
18515,8,68,0,0,0,0
18516,8,68,0,0,0,0
18517,7,67,0,0,0,0
18518,8,67,0,0,0,0
18519,8,68,0,0,0,0
18520,8,68,0,0,0,0
18521,7,68,0,0,0,0
18522,8,67,0,0,0,0
18523,8,67,0,0,0,0
18524,8,67,0,0,0,0
18525,8,68,0,0,0,0
18526,8,67,0,0,0,0
18527,8,67,0,0,0,0
18528,8,67,0,0,0,0
18529,7,67,0,0,0,0
18530,8,68,0,0,0,0
18531,8,67,0,0,0,0
18532,8,68,0,0,0,0
18533,8,67,0,0,0,0
18534,8,68,0,0,0,0
18535,7,67,0,0,0,0
18536,9,68,0,0,0,0
18537,8,67,0,0,0,0
18538,8,68,0,0,0,0
18539,8,67,0,0,0,0
18540,8,68,0,0,0,0
18541,8,68,0,0,0,0
18542,8,68,0,0,0,0
18543,8,68,0,0,0,0
18544,8,67,0,0,0,0
18545,7,67,0,0,0,0
18546,8,67,0,0,0,0
18547,8,67,0,0,0,0
18548,8,68,0,0,0,0
18549,8,68,0,0,0,0
18550,8,68,0,0,0,0
18551,8,67,0,0,0,0
18552,8,67,0,0,0,0
18553,8,67,0,0,0,0
18554,9,67,0,0,0,0
18555,8,68,0,0,0,0
18556,8,67,0,0,0,0
18557,7,67,0,0,0,0
18558,8,67,0,0,0,0
18559,8,67,0,0,0,0
18560,8,68,0,0,0,0
18561,7,67,0,0,0,0
18562,9,67,0,0,0,0
18563,7,67,0,0,0,0
18564,8,67,0,0,0,0
18565,8,67,0,0,0,0
18566,8,68,0,0,0,0
18567,8,67,0,0,0,0
18568,8,68,0,0,0,0
18569,8,68,0,0,0,0
18570,8,68,0,0,0,0
18571,8,68,0,0,0,0
18572,8,67,0,0,0,0
18573,8,67,0,0,0,0
18574,8,67,0,0,0,0
18575,8,67,0,0,0,0
18576,8,67,0,0,0,0
18577,8,67,0,0,0,0
18578,8,67,0,0,0,0
18579,8,67,0,0,0,0
18580,8,67,0,0,0,0
18581,8,67,0,0,0,0
18582,8,67,0,0,0,0
18583,8,67,0,0,0,0
18584,8,67,0,0,0,0
18585,7,67,0,0,0,0
18586,8,67,0,0,0,0
18587,8,67,0,0,0,0
18588,8,68,0,0,0,0
18589,8,67,0,0,0,0
18590,8,68,0,0,0,0
18591,7,68,0,0,0,0
18592,8,67,0,0,0,0
18593,7,67,0,0,0,0
18594,8,67,0,0,0,0
18595,8,68,0,0,0,0
18596,9,68,0,0,0,0
18597,7,68,0,0,0,0
18598,8,67,0,0,0,0
18599,8,68,0,0,0,0
18600,9,67,0,0,0,0
18601,8,67,0,0,0,0
18602,8,67,0,0,0,0
18603,8,67,0,0,0,0
18604,8,68,0,0,0,0
18605,7,68,0,0,0,0
18606,8,67,0,0,0,0
18607,7,68,0,0,0,0
18608,8,67,0,0,0,0
18609,7,67,0,0,0,0
18610,8,67,0,0,0,0
18611,8,68,0,0,0,0
18612,8,68,0,0,0,0
18613,7,68,0,0,0,0
18614,8,67,0,0,0,0
18615,8,67,0,0,0,0
18616,8,67,0,0,0,0
18617,8,68,0,0,0,0
18618,8,67,0,0,0,0
18619,8,67,0,0,0,0
18620,9,67,0,0,0,0
18621,8,67,0,0,0,0
18622,8,68,0,0,0,0
18623,8,67,0,0,0,0
18624,8,68,0,0,0,0
18625,8,68,0,0,0,0
18626,8,68,0,0,0,0
18627,8,68,0,0,0,0
18628,8,68,0,0,0,0
18629,8,68,0,0,0,0
18630,8,67,0,0,0,0
18631,7,68,0,0,0,0
18632,8,68,0,0,0,0
18633,7,67,0,0,0,0
18634,8,68,0,0,0,0
18635,7,67,0,0,0,0
18636,8,67,0,0,0,0
18637,8,67,0,0,0,0
18638,9,68,0,0,0,0
18639,8,67,0,0,0,0
18640,8,67,0,0,0,0
18641,7,67,0,0,0,0
18642,8,67,0,0,0,0
18643,8,67,0,0,0,0
18644,9,67,0,0,0,0
18645,8,68,0,0,0,0
18646,8,68,0,0,0,0
18647,7,68,0,0,0,0
18648,8,68,0,0,0,0
18649,7,67,0,0,0,0
18650,9,68,0,0,0,0
18651,7,67,0,0,0,0
18652,8,67,0,0,0,0
18653,8,67,0,0,0,0
18654,8,67,0,0,0,0
18655,8,67,0,0,0,0
18656,8,68,0,0,0,0
18657,7,67,0,0,0,0
18658,8,68,0,0,0,0
18659,8,67,0,0,0,0
18660,8,67,0,0,0,0
18661,7,68,0,0,0,0
18662,8,67,0,0,0,0
18663,7,67,0,0,0,0
18664,8,68,0,0,0,0
18665,8,68,0,0,0,0
18666,8,67,0,0,0,0
18667,8,68,0,0,0,0
18668,8,67,0,0,0,0
18669,8,67,0,0,0,0
18670,8,68,0,0,0,0
18671,8,68,0,0,0,0
18672,8,67,0,0,0,0
18673,7,67,0,0,0,0
18674,8,68,0,0,0,0
18675,8,68,0,0,0,0
18676,8,67,0,0,0,0
18677,8,67,0,0,0,0
18678,8,68,0,0,0,0
18679,7,67,0,0,0,0
18680,9,67,0,0,0,0
18681,8,67,0,0,0,0
18682,8,68,0,0,0,0
18683,8,68,0,0,0,0
18684,8,67,0,0,0,0
18685,7,68,0,0,0,0
18686,8,68,0,0,0,0
18687,8,67,0,0,0,0
18688,9,68,0,0,0,0
18689,8,67,0,0,0,0
18690,8,68,0,0,0,0
18691,7,67,0,0,0,0
18692,9,68,0,0,0,0
18693,8,67,0,0,0,0
18694,8,67,0,0,0,0
18695,8,68,0,0,0,0
18696,9,67,0,0,0,0
18697,7,67,0,0,0,0
18698,8,67,0,0,0,0
18699,8,67,0,0,0,0
18700,9,67,0,0,0,0
18701,8,67,0,0,0,0
18702,9,68,0,0,0,0
18703,8,67,0,0,0,0
18704,9,67,0,0,0,0
18705,8,67,0,0,0,0
18706,8,68,0,0,0,0
18707,7,67,0,0,0,0
18708,8,67,0,0,0,0
18709,7,67,0,0,0,0
18710,8,67,0,0,0,0
18711,7,67,0,0,0,0
18712,8,67,0,0,0,0
18713,8,68,0,0,0,0
18714,8,68,0,0,0,0
18715,8,67,0,0,0,0
18716,8,67,0,0,0,0
18717,8,68,0,0,0,0
18718,8,68,0,0,0,0
18719,8,67,0,0,0,0
18720,8,68,0,0,0,0
18721,8,68,0,0,0,0
18722,9,68,0,0,0,0
18723,7,67,0,0,0,0
18724,8,67,0,0,0,0
18725,8,67,0,0,0,0
18726,9,68,0,0,0,0
18727,8,67,0,0,0,0
18728,8,68,0,0,0,0
18729,8,67,0,0,0,0
18730,9,68,0,0,0,0
18731,7,67,0,0,0,0
18732,8,67,0,0,0,0
18733,8,67,0,0,0,0
18734,8,67,0,0,0,0
18735,8,67,0,0,0,0
18736,9,67,0,0,0,0
18737,8,67,0,0,0,0
18738,8,68,0,0,0,0
18739,8,67,0,0,0,0
18740,8,67,0,0,0,0
18741,8,68,0,0,0,0
18742,8,68,0,0,0,0
18743,8,67,0,0,0,0
18744,8,68,0,0,0,0
18745,8,68,0,0,0,0
18746,8,68,0,0,0,0
18747,8,67,0,0,0,0
18748,9,67,0,0,0,0
18749,8,68,0,0,0,0
18750,8,68,0,0,0,0
18751,7,67,0,0,0,0
18752,8,68,0,0,0,0
18753,8,67,0,0,0,0
18754,8,68,0,0,0,0
18755,8,67,0,0,0,0
18756,8,67,0,0,0,0
18757,8,68,0,0,0,0
18758,8,67,0,0,0,0
18759,7,68,0,0,0,0
18760,8,68,0,0,0,0
18761,7,67,0,0,0,0
18762,8,67,0,0,0,0
18763,8,68,0,0,0,0
18764,8,67,0,0,0,0
18765,7,67,0,0,0,0
18766,8,68,0,0,0,0
18767,8,68,0,0,0,0
18768,9,68,0,0,0,0
18769,7,68,0,0,0,0
18770,8,68,0,0,0,0
18771,8,67,0,0,0,0
18772,8,67,0,0,0,0
18773,8,67,0,0,0,0
18774,8,68,0,0,0,0
18775,8,67,0,0,0,0
18776,8,68,0,0,0,0
18777,8,67,0,0,0,0
18778,8,68,0,0,0,0
18779,8,67,0,0,0,0
18780,8,68,0,0,0,0
18781,8,68,0,0,0,0
18782,8,68,0,0,0,0
18783,8,67,0,0,0,0
18784,8,68,0,0,0,0
18785,8,68,0,0,0,0
18786,9,68,0,0,0,0
18787,8,68,0,0,0,0
18788,9,68,0,0,0,0
18789,8,67,0,0,0,0
18790,8,67,0,0,0,0
18791,7,67,0,0,0,0
18792,8,68,0,0,0,0
18793,8,68,0,0,0,0
18794,8,67,0,0,0,0
18795,8,67,0,0,0,0
18796,8,67,0,0,0,0
18797,8,68,0,0,0,0
18798,8,67,0,0,0,0
18799,7,68,0,0,0,0
18800,8,68,0,0,0,0
18801,8,67,0,0,0,0
18802,8,67,0,0,0,0
18803,7,67,0,0,0,0
18804,8,68,0,0,0,0
18805,8,67,0,0,0,0
18806,8,67,0,0,0,0
18807,8,67,0,0,0,0
18808,9,68,0,0,0,0
18809,7,67,0,0,0,0
18810,8,68,0,0,0,0
18811,7,67,0,0,0,0
18812,8,67,0,0,0,0
18813,7,67,0,0,0,0
18814,9,67,0,0,0,0
18815,7,68,0,0,0,0
18816,8,67,0,0,0,0
18817,8,67,0,0,0,0
18818,9,68,0,0,0,0
18819,7,67,0,0,0,0
18820,8,68,0,0,0,0
18821,8,67,0,0,0,0
18822,8,67,0,0,0,0
18823,8,67,0,0,0,0
18824,8,68,0,0,0,0
18825,8,67,0,0,0,0
18826,8,67,0,0,0,0
18827,8,67,0,0,0,0
18828,8,67,0,0,0,0
18829,8,68,0,0,0,0
18830,8,67,0,0,0,0
18831,8,67,0,0,0,0
18832,8,67,0,0,0,0
18833,8,67,0,0,0,0
18834,8,68,0,0,0,0
18835,7,68,0,0,0,0
18836,8,67,0,0,0,0
18837,8,68,0,0,0,0
18838,8,67,0,0,0,0
18839,8,68,0,0,0,0
18840,9,67,0,0,0,0
18841,8,68,0,0,0,0
18842,9,68,0,0,0,0
18843,8,68,0,0,0,0
18844,8,68,0,0,0,0
18845,7,68,0,0,0,0
18846,8,68,0,0,0,0
18847,8,67,0,0,0,0
18848,8,68,0,0,0,0
18849,7,67,0,0,0,0
18850,8,68,0,0,0,0
18851,8,67,0,0,0,0
18852,8,68,0,0,0,0
18853,8,68,0,0,0,0
18854,8,67,0,0,0,0
18855,7,68,0,0,0,0
18856,9,67,0,0,0,0
18857,7,67,0,0,0,0
18858,8,68,0,0,0,0
18859,7,67,0,0,0,0
18860,8,68,0,0,0,0
18861,8,67,0,0,0,0
18862,9,68,0,0,0,0
18863,7,68,0,0,0,0
18864,9,68,0,0,0,0
18865,8,68,0,0,0,0
18866,8,68,0,0,0,0
18867,7,68,0,0,0,0
18868,8,67,0,0,0,0
18869,8,67,0,0,0,0
18870,8,67,0,0,0,0
18871,7,68,0,0,0,0
18872,9,67,0,0,0,0
18873,7,68,0,0,0,0
18874,8,67,0,0,0,0
18875,8,67,0,0,0,0
18876,8,67,0,0,0,0
18877,8,67,0,0,0,0
18878,8,68,0,0,0,0
18879,7,68,0,0,0,0
18880,8,67,0,0,0,0
18881,8,68,0,0,0,0
18882,8,67,0,0,0,0
18883,8,67,0,0,0,0
18884,8,67,0,0,0,0
18885,8,67,0,0,0,0
18886,8,67,0,0,0,0
18887,8,67,0,0,0,0
18888,8,68,0,0,0,0
18889,7,67,0,0,0,0
18890,8,68,0,0,0,0
18891,8,68,0,0,0,0
18892,8,68,0,0,0,0
18893,8,68,0,0,0,0
18894,8,67,0,0,0,0
18895,8,67,0,0,0,0
18896,8,67,0,0,0,0
18897,8,67,0,0,0,0
18898,8,68,0,0,0,0
18899,8,67,0,0,0,0
18900,8,68,0,0,0,0
18901,8,67,0,0,0,0
18902,8,67,0,0,0,0
18903,7,67,0,0,0,0
18904,8,68,0,0,0,0
18905,8,68,0,0,0,0
18906,8,68,0,0,0,0
18907,8,67,0,0,0,0
18908,9,68,0,0,0,0
18909,8,67,0,0,0,0
18910,8,68,0,0,0,0
18911,8,67,0,0,0,0
18912,8,67,0,0,0,0
18913,8,68,0,0,0,0
18914,8,68,0,0,0,0
18915,8,68,0,0,0,0
18916,9,67,0,0,0,0
18917,8,67,0,0,0,0
18918,8,67,0,0,0,0
18919,8,67,0,0,0,0
18920,8,68,0,0,0,0
18921,8,67,0,0,0,0
18922,8,68,0,0,0,0
18923,8,67,0,0,0,0
18924,9,67,0,0,0,0
18925,8,67,0,0,0,0
18926,8,67,0,0,0,0
18927,8,67,0,0,0,0
18928,8,67,0,0,0,0
18929,8,67,0,0,0,0
18930,8,68,0,0,0,0
18931,8,68,0,0,0,0
18932,8,68,0,0,0,0
18933,7,68,0,0,0,0
18934,8,68,0,0,0,0
18935,7,68,0,0,0,0
18936,9,68,0,0,0,0
18937,8,67,0,0,0,0
18938,8,67,0,0,0,0
18939,8,67,0,0,0,0
18940,8,68,0,0,0,0
18941,7,68,0,0,0,0
18942,8,68,0,0,0,0
18943,8,68,0,0,0,0
18944,9,67,0,0,0,0
18945,8,67,0,0,0,0
18946,8,68,0,0,0,0
18947,7,67,0,0,0,0
18948,8,67,0,0,0,0
18949,7,68,0,0,0,0
18950,9,67,0,0,0,0
18951,8,67,0,0,0,0
18952,8,68,0,0,0,0
18953,8,67,0,0,0,0
18954,9,68,0,0,0,0
18955,8,68,0,0,0,0
18956,8,68,0,0,0,0
18957,7,67,0,0,0,0
18958,8,68,0,0,0,0
18959,8,68,0,0,0,0
18960,9,68,0,0,0,0
18961,8,68,0,0,0,0
18962,8,68,0,0,0,0
18963,7,67,0,0,0,0
18964,8,67,0,0,0,0
18965,8,67,0,0,0,0
18966,8,68,0,0,0,0
18967,8,67,0,0,0,0
18968,8,68,0,0,0,0
18969,7,68,0,0,0,0
18970,8,68,0,0,0,0
18971,8,67,0,0,0,0
18972,8,68,0,0,0,0
18973,8,68,0,0,0,0
18974,8,68,0,0,0,0
18975,7,67,0,0,0,0
18976,8,68,0,0,0,0
18977,8,68,0,0,0,0
18978,8,68,0,0,0,0
18979,8,68,0,0,0,0
18980,8,68,0,0,0,0
18981,7,67,0,0,0,0
18982,7,68,0,0,0,0
18983,8,67,0,0,0,0
18984,8,67,0,0,0,0
18985,7,68,0,0,0,0
18986,8,68,0,0,0,0
18987,8,67,0,0,0,0
18988,8,68,0,0,0,0
18989,8,67,0,0,0,0
18990,8,67,0,0,0,0
18991,7,67,0,0,0,0
18992,8,68,0,0,0,0
18993,8,67,0,0,0,0
18994,8,67,0,0,0,0
18995,8,68,0,0,0,0
18996,8,68,0,0,0,0
18997,8,68,0,0,0,0
18998,8,68,0,0,0,0
18999,8,67,0,0,0,0
19000,8,67,0,0,0,0
19001,7,67,0,0,0,0
19002,8,67,0,0,0,0
19003,8,67,0,0,0,0
19004,8,68,0,0,0,0
19005,8,68,0,0,0,0
19006,9,68,0,0,0,0
19007,8,68,0,0,0,0
19008,8,67,0,0,0,0
19009,7,68,0,0,0,0
19010,8,67,0,0,0,0
19011,8,68,0,0,0,0
19012,9,68,0,0,0,0
19013,7,67,0,0,0,0
19014,8,68,0,0,0,0
19015,7,67,0,0,0,0
19016,8,67,0,0,0,0
19017,8,67,0,0,0,0
19018,8,67,0,0,0,0
19019,8,68,0,0,0,0
19020,8,68,0,0,0,0
19021,8,67,0,0,0,0
19022,8,67,0,0,0,0
19023,8,67,0,0,0,0
19024,8,67,0,0,0,0
19025,8,67,0,0,0,0
19026,8,68,0,0,0,0
19027,8,68,0,0,0,0
19028,9,68,0,0,0,0
19029,7,68,0,0,0,0
19030,8,67,0,0,0,0
19031,7,68,0,0,0,0
19032,8,67,0,0,0,0
19033,8,67,0,0,0,0
19034,8,68,0,0,0,0
19035,8,67,0,0,0,0
19036,8,67,0,0,0,0
19037,8,67,0,0,0,0
19038,8,67,0,0,0,0
19039,8,67,0,0,0,0
19040,9,67,0,0,0,0
19041,8,67,0,0,0,0
19042,8,67,0,0,0,0
19043,8,68,0,0,0,0
19044,8,68,0,0,0,0
19045,8,67,0,0,0,0
19046,8,67,0,0,0,0
19047,8,67,0,0,0,0
19048,8,68,0,0,0,0
19049,8,67,0,0,0,0
19050,8,67,0,0,0,0
19051,8,67,0,0,0,0
19052,8,68,0,0,0,0
19053,7,67,0,0,0,0
19054,8,68,0,0,0,0
19055,8,68,0,0,0,0
19056,8,68,0,0,0,0
19057,7,68,0,0,0,0
19058,8,68,0,0,0,0
19059,8,68,0,0,0,0
19060,8,68,0,0,0,0
19061,8,67,0,0,0,0
19062,8,68,0,0,0,0
19063,8,68,0,0,0,0
19064,8,68,0,0,0,0
19065,8,68,0,0,0,0
19066,8,68,0,0,0,0
19067,8,67,0,0,0,0
19068,8,67,0,0,0,0
19069,8,67,0,0,0,0
19070,8,67,0,0,0,0
19071,7,68,0,0,0,0
19072,8,67,0,0,0,0
19073,8,68,0,0,0,0
19074,8,68,0,0,0,0
19075,8,67,0,0,0,0
19076,8,67,0,0,0,0
19077,7,67,0,0,0,0
19078,8,67,0,0,0,0
19079,7,67,0,0,0,0
19080,8,67,0,0,0,0
19081,7,67,0,0,0,0
19082,8,67,0,0,0,0
19083,8,67,0,0,0,0
19084,8,68,0,0,0,0
19085,7,67,0,0,0,0
19086,8,68,0,0,0,0
19087,7,67,0,0,0,0
19088,8,68,0,0,0,0
19089,8,67,0,0,0,0
19090,8,68,0,0,0,0
19091,8,68,0,0,0,0
19092,8,68,0,0,0,0
19093,8,67,0,0,0,0
19094,8,67,0,0,0,0
19095,8,67,0,0,0,0
19096,8,67,0,0,0,0
19097,8,67,0,0,0,0
19098,8,67,0,0,0,0
19099,8,68,0,0,0,0
19100,8,68,0,0,0,0
19101,8,67,0,0,0,0
19102,8,67,0,0,0,0
19103,7,67,0,0,0,0
19104,8,67,0,0,0,0
19105,8,67,0,0,0,0
19106,8,68,0,0,0,0
19107,8,68,0,0,0,0
19108,8,67,0,0,0,0
19109,8,67,0,0,0,0
19110,8,68,0,0,0,0
19111,8,67,0,0,0,0
19112,8,67,0,0,0,0
19113,8,67,0,0,0,0
19114,8,68,0,0,0,0
19115,8,67,0,0,0,0
19116,8,67,0,0,0,0
19117,7,68,0,0,0,0
19118,8,68,0,0,0,0
19119,8,68,0,0,0,0
19120,8,68,0,0,0,0
19121,8,67,0,0,0,0
19122,8,67,0,0,0,0
19123,8,67,0,0,0,0
19124,9,68,0,0,0,0
19125,7,68,0,0,0,0
19126,8,68,0,0,0,0
19127,8,68,0,0,0,0
19128,8,68,0,0,0,0
19129,8,67,0,0,0,0
19130,8,68,0,0,0,0
19131,8,68,0,0,0,0
19132,9,68,0,0,0,0
19133,8,68,0,0,0,0
19134,8,68,0,0,0,0
19135,8,67,0,0,0,0
19136,8,68,0,0,0,0
19137,7,67,0,0,0,0
19138,9,68,0,0,0,0
19139,8,67,0,0,0,0
19140,8,68,0,0,0,0
19141,8,68,0,0,0,0
19142,8,68,0,0,0,0
19143,7,67,0,0,0,0
19144,8,68,0,0,0,0
19145,8,67,0,0,0,0
19146,8,68,0,0,0,0
19147,8,67,0,0,0,0
19148,8,68,0,0,0,0
19149,7,68,0,0,0,0
19150,8,67,0,0,0,0
19151,7,67,0,0,0,0
19152,8,68,0,0,0,0
19153,8,67,0,0,0,0
19154,9,68,0,0,0,0
19155,7,68,0,0,0,0
19156,9,67,0,0,0,0
19157,7,68,0,0,0,0
19158,8,67,0,0,0,0
19159,7,67,0,0,0,0
19160,8,67,0,0,0,0
19161,8,68,0,0,0,0
19162,8,68,0,0,0,0
19163,8,68,0,0,0,0
19164,8,68,0,0,0,0
19165,8,68,0,0,0,0
19166,8,67,0,0,0,0
19167,8,67,0,0,0,0
19168,8,67,0,0,0,0
19169,7,67,0,0,0,0
19170,8,68,0,0,0,0
19171,8,67,0,0,0,0
19172,8,68,0,0,0,0
19173,8,68,0,0,0,0
19174,8,68,0,0,0,0
19175,7,67,0,0,0,0
19176,9,68,0,0,0,0
19177,7,67,0,0,0,0
19178,8,68,0,0,0,0
19179,7,67,0,0,0,0
19180,8,67,0,0,0,0
19181,8,68,0,0,0,0
19182,8,68,0,0,0,0
19183,7,67,0,0,0,0
19184,9,67,0,0,0,0
19185,8,67,0,0,0,0
19186,8,67,0,0,0,0
19187,8,68,0,0,0,0
19188,8,67,0,0,0,0
19189,7,68,0,0,0,0
19190,8,68,0,0,0,0
19191,8,67,0,0,0,0
19192,8,68,0,0,0,0
19193,8,67,0,0,0,0
19194,8,67,0,0,0,0
19195,8,67,0,0,0,0
19196,9,67,0,0,0,0
19197,7,68,0,0,0,0
19198,8,68,0,0,0,0
19199,7,68,0,0,0,0
19200,8,67,0,0,0,0
19201,7,68,0,0,0,0
19202,8,68,0,0,0,0
19203,7,67,0,0,0,0
19204,8,67,0,0,0,0
19205,8,68,0,0,0,0
19206,8,67,0,0,0,0
19207,8,67,0,0,0,0
19208,8,67,0,0,0,0
19209,7,67,0,0,0,0
19210,8,68,0,0,0,0
19211,8,67,0,0,0,0
19212,8,67,0,0,0,0
19213,8,67,0,0,0,0
19214,8,67,0,0,0,0
19215,8,67,0,0,0,0
19216,9,68,0,0,0,0
19217,8,68,0,0,0,0
19218,8,68,0,0,0,0
19219,8,67,0,0,0,0
19220,8,68,0,0,0,0
19221,7,67,0,0,0,0
19222,8,67,0,0,0,0
19223,8,68,0,0,0,0
19224,8,68,0,0,0,0
19225,7,67,0,0,0,0
19226,8,68,0,0,0,0
19227,8,68,0,0,0,0
19228,8,68,0,0,0,0
19229,7,67,0,0,0,0
19230,9,67,0,0,0,0
19231,7,67,0,0,0,0
19232,8,68,0,0,0,0
19233,7,67,0,0,0,0
19234,8,67,0,0,0,0
19235,7,67,0,0,0,0
19236,8,68,0,0,0,0
19237,7,67,0,0,0,0
19238,8,68,0,0,0,0
19239,8,67,0,0,0,0
19240,8,67,0,0,0,0
19241,8,67,0,0,0,0
19242,9,67,0,0,0,0
19243,8,67,0,0,0,0
19244,8,67,0,0,0,0
19245,8,68,0,0,0,0
19246,9,68,0,0,0,0
19247,7,67,0,0,0,0
19248,8,67,0,0,0,0
19249,7,68,0,0,0,0
19250,8,68,0,0,0,0
19251,8,68,0,0,0,0
19252,8,68,0,0,0,0
19253,8,68,0,0,0,0
19254,8,68,0,0,0,0
19255,7,68,0,0,0,0
19256,8,68,0,0,0,0
19257,8,67,0,0,0,0
19258,8,68,0,0,0,0
